name,address,zipcode,cuisine,price,violation_code,critical_flag,grade,median_household_income,median_real_estate_value,population_density,cost_of_living,population,neighborhood,borough
white castle,"846 empire blvd, ,",11213,burgers american,$,06D,Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
yours & mine restaurant,"841 empire boulevard, ,",11213,caribbean,$$,04L,Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
jenny coffee shop #2,"233 kingston ave,",11213,spanish latin american,$,10F,Not Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
subway,"273 utica ave, ,",11213,,$,04N,Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
seafood heaven,"88 kingston ave, ,",11213,seafood,$$,08A,Not Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
eastern chinese restaurant,"127 kingston ave, ,",11213,asian chinese,$,06C,Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
lucky kitchen,"227 albany ave, ,",11213,chinese,$,06C,Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
good taste chinese restaurant,"235 kingston ave, ,",11213,chinese,$,06C,Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
golden krust caribbean bakery & grill,"1706 atlantic ave, ,",11213,bakery caribbean,$$,06D,Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
mcdonald's,"1133 eastern pkwy, ,",11213,burgers american,$,10A,Not Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
irie caribbean kitchen & bakery,"126 utica ave, ,",11213,bakery caribbean,$,04L,Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
new sunny chinese food,"69 utica ave, ,",11213,chinese,$,06F,Critical,A,34794,582300,56882,171.0,62059,Central Brooklyn,Brooklyn
liu's shanghai inc,"1869 bath ave, ,",11214,chinese,$$,06C,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
duck wong restaurant,"2341 86th st, ,",11214,cantonese chinese,$,10B,Not Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
la chacra,"1928 bath ave,",11214,peruvian,$$,10F,Not Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
little saigon pearl,"9 bay 35th st, ,",11214,vietnamese cambodian malaysia,$,06E,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
ofc chicken v,"1972 86th st,",11214,taiwanese chinese,$,06C,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
ika sushi,"8512 bay pkwy,",11214,bars japanese,$,06E,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
yaya tea garden,"2320 86th st, ,",11214,japanese cafe,$,04L,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
la casa bella,"2579 cropsey ave, ,",11214,italian,$$,04L,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
halal gyro mania,"2151 bath ave, ,",11214,mediterranean seafood middle eastern pakistani,$,06D,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
piggy's new taste,"2310 86th st,",11214,cantonese chinese,$,10F,Not Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
georgian deli and bakery,"2270 86th st,",11214,bakery,$$,10B,Not Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
new way taste,"8505 20th ave,",11214,chinese,$,10F,Not Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
luscious chinese restaurant,"1946 86th st, ,",11214,cantonese chinese,$$,06A,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
king's kitchen,"2051 86th st, ,",11214,barbeque chinese,$,10J,Not Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
istanbul turkish cafe,"2202 86th st, ,",11214,pakistani turkish,$$,04C,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
golden bay restaurant,"2144 86th st, ,",11214,asian chinese,$$,04N,Critical,B,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
v-crepe cocoya,"8503 20th ave,",11214,bars desserts french cafe,$,10H,Not Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
khan's gyro & fried chicken,"1947 bath ave,",11214,middle eastern pakistani,$$,02G,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
benson eating station,"2435 86th st, ,",11214,chinese,$$,06C,Critical,Z,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
double fire gourmet,"2122 86th st, ,",11214,cantonese chinese,$,06B,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
new east ocean buffet,"1772 86th st, ,",11214,chinese,$$,02B,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
new forest cafe,"7617 new utrecht ave, ,",11214,asian cantonese cafe,$,02B,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
el pollo iii,"8603 18th ave, ,",11214,peruvian spanish,$,10F,Not Critical,P,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
casa edesia,"2006 cropsey ave,",11214,italian burgers,$$,06C,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
18 hipot,"8204 18th ave, ,",11214,chinese american,$$,06D,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
sake restaurant,"2347 86th st, ,",11214,bars japanese,$$,02B,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
peter pizza,"2358 80th st, ,",11214,italian,$,04H,Critical,Z,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
bath beach diner,"2028 bath ave, ,",11214,cafe american,$$,04N,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
park view diner,"2939 cropsey ave, ,",11214,desserts american,$$,10B,Not Critical,Z,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
han wong restaurant,"8510 20th ave, ,",11214,chinese,$,02G,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
nicky's pizza,"1750 bath ave, ,",11214,italian,$,04L,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
piccolo's pizza,"8774 bay pkwy, ,",11214,italian,$,10I,Not Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
ichi sushi,"8609 bay pkwy,",11214,bars japanese,$$,04M,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
new 86 wong restaurant,"2210 86th st, ,",11214,cantonese chinese,$,08A,Not Critical,B,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
china garden,"2014 bath ave, ,",11214,chinese,$,10F,Not Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
great wall chinese restaurant,"7614 18th ave, ,",11214,chinese,$,02G,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
pino pizza,"2025 bath ave, ,",11214,italian,$,06C,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
kung fu japanese & chinese restaurant,"1950 bath ave, ,",11214,bars asian japanese,$$,06D,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
double delight chinese restaurant,"7802 17th avenue, ,",11214,chinese,$,10F,Not Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
tasty chicken,"1687 86th st, ,",11214,american,$$,10F,Not Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
tortillas king,2238 86th st,11214,mexican,$,02B,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
orchid dynasty restaurant,"7706 new utrecht ave, ,",11214,chinese,$$,02B,Critical,Z,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
fuel fever grill & juice bar,"8615 18th ave, ,",11214,bars cafe american,$$,10F,Not Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
lazzat restaurant,"1969 bath ave,",11214,russian middle eastern european uzbek,$$,04N,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
comfort stop,"8503 18th ave,",11214,bakery,$,02G,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
subway,"1864 86th st, ,",11214,,$,02B,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
china city ii,"1732 86th st, ,",11214,chinese,$,08A,Not Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
new jade flower open kitchen,"2579 cropsey avenue, ,",11214,chinese,$$,04L,Critical,B,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
georgia kiziki,"1871 86th st, ,",11214,european bars barbeque middle eastern cafe,$$,04L,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
lorenzo's pizza,"1702 86th st, ,",11214,italian,$,04L,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
yu king bakery,"2335 86th street, ,",11214,bakery chinese,$,04A,Critical,B,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
wendy's,"1602 shore pkwy, ,",11214,burgers american,$,04A,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
la bella pizza express,"2178 86th st, ,",11214,italian,$,06A,Critical,C,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
papa john's pizza,1654 86th st,11214,italian,$$,08A,Not Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
new fresh tortillas taco,"1708 86th st, ,",11214,mexican chinese,$,06D,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
taste of china,"7824 20th ave, ,",11214,chinese,$$,10F,Not Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
papa john's pizza,"1654 86th st, ,",11214,italian,$$,08A,Not Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
kings bakery,"2053 86th st, ,",11214,bakery cafe,$$,06D,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
lucky grand hunan chinese restaurant,"2347 86th st, ,",11214,japanese chinese,$$,02B,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
la fogata restaurant & bar,"1912 86th st, ,",11214,mexican spanish,$$,05F,Critical,C,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
mcdonald's,"1983 86th st, ,",11214,burgers american,$,06C,Critical,A,43398,598800,38060,165.5,83156,Southwest Brooklyn,Brooklyn
varrio 408,"412 5th ave, ,",11215,mexican,$,06C,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
gristmill,"289 5th ave,",11215,bars italian american,$$,08A,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
surfish peruvian bistro,"550 3rd ave, ,",11215,peruvian latin american,$$,10F,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
hanki everyday korean,"226 7th ave, ,",11215,korean,$$,10F,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
barrel and fare brooklyn,"494 4th ave,",11215,american,$$,04H,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
brookvin,"381 7th ave, ,",11215,bars,$$,06D,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
palo santo,"652 union st, ,",11215,cuban american caribbean puerto rican latin dominican,$$,06C,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
sushi yashin,"381 5th ave,",11215,bars japanese,$$,10B,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
olivier bistro,"469 4th ave, ,",11215,french,$$,04L,Critical,Z,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
baba's pierogies,"295 3rd ave, ,",11215,middle eastern european,$$,10F,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
monte's,"451 carroll st, ,",11215,italian,$$,08A,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
the roof,"214 3rd st, ,",11215,bars american,$$,02G,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
east wind snack shop,"471 16th st, ,",11215,chinese,$$,10F,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
nostro ristorante,"710 5th ave,",11215,italian,$$,10F,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
ten ichi ramen,"382 7th ave, ,",11215,asian chinese,$$,10H,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
hooked  on 12th,"1123 8th ave, ,",11215,bars seafood american,$$,10F,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
indian spice,"351 7th ave, ,",11215,indian,$$,10F,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
table 87 coal oven pizza,473 3rd ave,11215,italian,$$,09A,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
bonnie's grill,"278 5th ave, ,",11215,burgers american,$$,10F,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
castillo restaurnat,"709 5th ave, ,",11215,seafood spanish colombian,$$,10B,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
kanan indian restaurant,"452 3rd ave,",11215,vegan indian,$$,06C,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
krupa grocery,"231 prospect park w, ,",11215,bars cafe american,$$,06E,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
el habanero tex-mex restaurant bar,"315 5th ave,",11215,,$$,10F,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
sushi katsuei,"210 7th ave, ,",11215,bars japanese,$$$,06B,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
south slope public house,"426 7th ave,",11215,bars italian american,$$,06E,Critical,Z,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
wangs,"671 union st, ,",11215,asian,$$,02B,Critical,B,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
hugo and sons,"367 7th ave, ,",11215,italian french,$$,09B,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
hunan delight,"752 union st, ,",11215,chinese,$$,02G,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
american cheez,"444 7th ave, ,",11215,bars italian american,$,10F,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
da nonna rosa,"140 7th ave, ,",11215,italian desserts greek,$$,06D,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
elora's mexican and spanish restaurant,"272 prospect park w, ,",11215,mexican spanish,$$,06D,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
luke's lobster park slope,"237 5th ave,",11215,seafood,$$,06C,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
papi's grill,"161 7th ave, ,",11215,mexican,$,04L,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
terrace bagels,"222 222a prospect park w, ,",11215,cafe american,$,10F,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
dinosaur bar-b-que,"604 union st, ,",11215,barbeque american,$$,04N,Critical,B,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
greek xpress,"263 prospect park w, ,",11215,mediterranean burgers greek,$,08A,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
windsor cafe,"220 prospect park w, ,",11215,american,$$,06D,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
brunswick cafe,"240 prospect park w, ,",11215,cafe,$$,02G,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
brunswick prospect park west,"240 prospect park w, ,",11215,australian,$$,04A,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
mura,"369 5th ave, ,",11215,japanese,$$,06D,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
jalapeno king,"719 5th ave,",11215,mexican burgers,$,06C,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
corner of vermont,"374 5th ave, ,",11215,desserts burgers american,$,04L,Critical,Z,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
mahachai,"268 prospect park w, ,",11215,thai,$$,06C,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
two boots,"284 5th ave, ,",11215,italian,$,06D,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
chipotle mexican grill #2254,"185 7th ave,",11215,mexican,$$,06D,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
authentic szechuan,"384 5th ave, ,",11215,chinese japanese,$$,04L,Critical,B,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
abide brooklyn pita,"301 7th ave, ,",11215,mediterranean middle eastern,$,10F,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
daisy's diner,"452 5th ave, ,",11215,burgers american,$,02G,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
pitas and sticks,"321 9th st, ,",11215,greek,$$,09C,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
bedawi cafe,"266 prospect park w,",11215,mediterranean middle eastern pakistani,$,02G,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
empanada loca,"606 5th ave, ,",11215,latin american,$,04L,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
dirty precious,"317 3rd ave, ,",11215,bars,$$,06D,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
taj mahal,"396 5th ave, ,",11215,indian,$$,10F,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
just salad,"252 7th ave, ,",11215,bars cafe,$$,02G,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
l'albero dei gelati,"341 5th ave,",11215,bakery desserts cafe,$$,08A,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
peking kitchen,"271 prospect park w, ,",11215,chinese thai,$,08A,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
aroma a mexico taqueria,"568 4th ave, ,",11215,mexican,$$,04N,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
brewshot,"291 5th ave, ,",11215,cafe,$,04N,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
espresso 77,"410 7th ave,",11215,bars cafe,$,10H,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
"cusp, crepe and espresso bar","321 7th ave, ,",11215,italian french cafe,$,10H,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
mcdonald's,"289 9th st, ,",11215,burgers american,$,10F,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
crab spot restaurant,"833 union st, ,",11215,seafood,$$$,09C,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
the double windsor,"210 prospect park w, ,",11215,bars american,$$,04L,Critical,Z,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
empire express chinese restaurant,"319 9th st, ,",11215,chinese,$,10F,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
muse cafe & tea,"497 6th ave, ,",11215,cafe,$,02B,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
haab,"396 6th ave, ,",11215,mexican spanish,$$,10B,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
new taste of oriental,"614 4th avenue, ,",11215,chinese,$,10B,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
rice thai kitchen,"311 7th ave, ,",11215,thai,$$,06D,Critical,Z,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
grand canyon diner,"179 7th ave, ,",11215,american,$$,06D,Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
5th avenue asian taste restaurant,"718 5th ave, ,",11215,cuban vegan japanese chinese,$,06D,Critical,B,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
#1 garden chinese,"221 prospect park w, ,",11215,chinese,$,10F,Not Critical,A,95654,913200,31628,160.3,68891,Northwest Brooklyn,Brooklyn
